,nct_id,interventions,intervention_details,Intervention_Type,Intervention_Name,ngram
1221,NCT04461925,Drug: Antibiotics,Drug:Antibiotics:per os,Drug,Antibiotics,Antibiotics
1222,NCT04461925,Drug: Anticoagulant Therapy,Drug:Anticoagulant Therapy:Sub-Q,Drug,Anticoagulant Therapy,Anticoagulant
1223,NCT04462757,Drug: Anakinra 100Mg/0.67Ml Inj Syringe,"Drug:Anakinra 100Mg/0.67Ml Inj Syringe:100 mg interleukin-1 receptor antagonist (r-meth-Hu-IL-1Ra), anakinra; marketed as Kineret® in 0.67 mL prefilled syringe for single use",Drug,Anakinra 100Mg/0.67Ml Inj Syringe,Syringe
1224,NCT04462757,Drug: Anakinra 100Mg/0.67Ml Inj Syringe,"Drug:Anakinra 100Mg/0.67Ml Inj Syringe:100 mg interleukin-1 receptor antagonist (r-meth-Hu-IL-1Ra), anakinra; marketed as Kineret® in 0.67 mL prefilled syringe for single use",Drug,Anakinra 100Mg/0.67Ml Inj Syringe,Anakinra
1225,NCT04463004,Drug: Mavrilimumab,Drug:Mavrilimumab:Treatment infusion,Drug,Mavrilimumab,Mavrilimumab
1226,NCT04463264,Drug: Nitazoxanide,Drug:Nitazoxanide:NTX (500 mg every 6 hours for 14 days) orally with food (P.O.).,Drug,Nitazoxanide,Nitazoxanide
1227,NCT04464408,Drug: Favipiravir,"Drug:Favipiravir:1800 mg twice daily for one day, followed by 800mg (4 tablets) twice daily",Drug,Favipiravir,Favipiravir
1228,NCT04465695,Drug: Interferon beta-1b,Drug:Interferon beta-1b:Subcutaneous injection of interferon β-1b 1mL (0.5mg; 16 million IU) for 3 days,Drug,Interferon beta-1b,Interferon
1229,NCT04465695,Drug: Clofazimine,"Drug:Clofazimine:Oral 100mg twice daily on day 1, then 100mg daily for 2 days",Drug,Clofazimine,Clofazimine
1230,NCT04466241,Drug: Lopinavir/Ritonavir 200 MG-50 MG Oral Tablet,Drug:Lopinavir/Ritonavir 200 MG-50 MG Oral Tablet:2 tablets morning and evening from Day 1 to Day 10,Drug,Lopinavir/Ritonavir 200 MG-50 MG Oral Tablet,Lopinavir/Ritonavir
1231,NCT04466241,Drug: Telmisartan 40Mg Oral Tablet,Drug:Telmisartan 40Mg Oral Tablet:1 tablet daily from Day 1 to Day 10,Drug,Telmisartan 40Mg Oral Tablet,Telmisartan
1232,NCT04466241,Drug: Atorvastatin 20 Mg Oral Tablet,Drug:Atorvastatin 20 Mg Oral Tablet:1 tablet daily from Day 1 to Day 10,Drug,Atorvastatin 20 Mg Oral Tablet,Atorvastatin
1233,NCT04466280,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:200 mg of hydroxychloroquine daily for participants in the intervention group 1,Drug,Hydroxychloroquine,Hydroxychloroquine
1234,NCT04466540,Drug: Hydroxychloroquine,Drug:Hydroxychloroquine:Hydroxychloroquine pharmaceutical form will be tablets of 400 mg.,Drug,Hydroxychloroquine,Hydroxychloroquine
1235,NCT04466670,Drug: unfractionated Heparin,"Drug:unfractionated Heparin:Unfractionated heparin dosed to target anti-Xa level 0.3 - 0.7 IU/mL (if creatinine clearance less than 30ml/min), during at least 5 days AND arterial oxygen saturation greater than or equal to 92% or PaO2 to FiO2 ratio greater than 200 for 2 consecutive days.",Drug,unfractionated Heparin,Heparin
1236,NCT04466670,Drug: Unfractionated heparin nebulized,"Drug:Unfractionated heparin nebulized:unfractionated heparin - 25,000 U/ 5 ml nebulized inhalation every 6 hours during at least 5 days AND arterial oxygen saturation greater than or equal to 92% or PaO2 to FiO2 ratio greater than 200 for 2 consecutive days associated to thromboprophylaxis institutional protocol.",Drug,Unfractionated heparin nebulized,Unfractionated Heparin
1237,NCT04466670,Drug: acetylsalicylic acid,Drug:acetylsalicylic acid:Aspirin (ASA) 100 mg daily PO during at least 5 days AND arterial oxygen saturation greater than or equal to 92% or PaO2 to FiO2 ratio greater than 200 for 2 consecutive days associated to thromboprophylaxis institutional protocol.,Drug,acetylsalicylic acid,Acetylsalicylic Acid
1238,NCT04466670,Drug: Enoxaparin,Drug:Enoxaparin:Enoxaparin 1 mg/kg subcutaneously every 12 hours (if creatinine clearance greater than or equal to 30ml/min) during at least 5 days AND arterial oxygen saturation greater than or equal to 92% or PaO2 to FiO2 ratio greater than 200 for 2 consecutive days.,Drug,Enoxaparin,Enoxaparin
1239,NCT04467086,Drug: Propranolol Hydrochloride,"Drug:Propranolol Hydrochloride:Propranolol enterally at a starting dose of 20mg every 6h for 2 doses, and then 30mg every 6h for 4 doses. This dose will be titrated upwards every 24h depending on clinical response (40mg every 6h for 4 doses, 50mg every 6h for 4 doses, and 60mg every 6h thereafter). The maximum dose is 60mg every 6h. Daily dose titration will be guided by hemodynamic markers indicative of the expected sympatholysis from propranolol. Upward titration of propranolol should coincide with a downward titration in sedatives until a minimum level of sedative infusion is reached (propofol <0.5mg/kg/h or midazolam <1.0mg/h). Nurses will be instructed at each assessment to determine if sedative targets can be achieved with lower doses of sedatives. Daily upward titration of propranolol will be recommended if none of these conditions are met: (1)HR<70 beats/min, (2) Mean Arterial Pressure <70 mmHg or (3) norepinephrine or equivalent vasopressor dose increase to >0.15 mcg/kg/min.",Drug,Propranolol Hydrochloride,Hydrochloride
1240,NCT04467086,Drug: Propranolol Hydrochloride,"Drug:Propranolol Hydrochloride:Propranolol enterally at a starting dose of 20mg every 6h for 2 doses, and then 30mg every 6h for 4 doses. This dose will be titrated upwards every 24h depending on clinical response (40mg every 6h for 4 doses, 50mg every 6h for 4 doses, and 60mg every 6h thereafter). The maximum dose is 60mg every 6h. Daily dose titration will be guided by hemodynamic markers indicative of the expected sympatholysis from propranolol. Upward titration of propranolol should coincide with a downward titration in sedatives until a minimum level of sedative infusion is reached (propofol <0.5mg/kg/h or midazolam <1.0mg/h). Nurses will be instructed at each assessment to determine if sedative targets can be achieved with lower doses of sedatives. Daily upward titration of propranolol will be recommended if none of these conditions are met: (1)HR<70 beats/min, (2) Mean Arterial Pressure <70 mmHg or (3) norepinephrine or equivalent vasopressor dose increase to >0.15 mcg/kg/min.",Drug,Propranolol Hydrochloride,Propranolol
1241,NCT04467151,Drug: anti-SARS-CoV-2 plasma,Drug:anti-SARS-CoV-2 plasma:Administration of anti-SARS-CoV-2 convalescent plasma,Drug,anti-SARS-CoV-2 plasma,Plasma
1242,NCT04467918,Drug: Cannabidiol,Drug:Cannabidiol:Already described,Drug,Cannabidiol,Cannabidiol
1243,NCT04468087,Drug: Atazanavir,Drug:Atazanavir:600 mg (2 capsules) twice daily on the first day and 300 mg (1 capsule) twice daily for the subsequent 9 days.,Drug,Atazanavir,Atazanavir
1244,NCT04468087,Drug: Daclatasvir 60 mg,"Drug:Daclatasvir 60 mg:initial dose of 120mg (2 capsules), followed by 60mg (1 capsule) once daily for 9 days.",Drug,Daclatasvir 60 mg,Daclatasvir
1245,NCT04468139,Drug: Quercetin,Drug:Quercetin:Dietary Supplement: Quercetin Treatment a daily dose of quercetin (500 mg) will be taken orally by proven COVID-19 cases intervention,Drug,Quercetin,Quercetin
1246,NCT04468139,Drug: Zinc,Drug:Zinc:zinc 50 mg orally daily dose will be taken orally by proven COVID-19 cases intervention,Drug,Zinc,Zinc
1247,NCT04468139,Drug: Vitamin C,Drug:Vitamin C:vitamin c 1000 mg orally daily by proven COVID-19 cases intervention,Drug,Vitamin C,Vitamin C
1248,NCT04468646,Drug: NK-1R antagonist,"Drug:NK-1R antagonist:NK-1R antagonist, 80 mg daily once for 3-5 days along with dexamethasone 6 mg daily for 5 days",Drug,NK-1R antagonist,Antagonist
1249,NCT04469114,Drug: Tofacitinib 10 mg,Drug:Tofacitinib 10 mg:Tofacitinib 10mg administered orally twice daily for 14 days or until hospital discharge,Drug,Tofacitinib 10 mg,Tofacitinib
1250,NCT04469491,Drug: inhaled type I interferon,"Drug:inhaled type I interferon:The interventional arm includes inhaled type I interferon (9.6 MUI x2/d for 48 hours, then 9.6 MUI x1/d for 8 to 16 days), in addition to standard care.",Drug,inhaled type I interferon,Inhaled
1251,NCT04469491,Drug: inhaled type I interferon,"Drug:inhaled type I interferon:The interventional arm includes inhaled type I interferon (9.6 MUI x2/d for 48 hours, then 9.6 MUI x1/d for 8 to 16 days), in addition to standard care.",Drug,inhaled type I interferon,Interferon
1252,NCT04469491,Drug: WFI water nebulization,Drug:WFI water nebulization:The interventional arm includes a WFI water nebulization comparator.,Drug,WFI water nebulization,Nebulization
1253,NCT04469491,Drug: WFI water nebulization,Drug:WFI water nebulization:The interventional arm includes a WFI water nebulization comparator.,Drug,WFI water nebulization,Water
1254,NCT04470297,Drug: Ramelteon 8mg,Drug:Ramelteon 8mg:Standard care combined with oral placebo or ramelteon 8mg at bedtime for 10 days,Drug,Ramelteon 8mg,Ramelteon
1255,NCT04470531,Drug: oral co-trimoxazole,Drug:oral co-trimoxazole:oral co-trimoxazole + standard therapy,Drug,oral co-trimoxazole,Co-Trimoxazole
1256,NCT04470544,Drug: Camostat Mesilate,Drug:Camostat Mesilate:Given PO,Drug,Camostat Mesilate,Camostat
1257,NCT04470622,Drug: Aprepitant injectable emulsion,"Drug:Aprepitant injectable emulsion:Aprepitant injectable emulsion, once daily (QD) for 14 days.",Drug,Aprepitant injectable emulsion,Aprepitant
1258,NCT04470622,Drug: Aprepitant injectable emulsion,"Drug:Aprepitant injectable emulsion:Aprepitant injectable emulsion, once daily (QD) for 14 days.",Drug,Aprepitant injectable emulsion,Injectable
1259,NCT04470622,Drug: Saline Placebo,"Drug:Saline Placebo:Saline Placebo, once daily (QD) for 14 days.",Drug,Saline Placebo,Saline
1260,NCT04472585,Drug: Nigella Sativa / Black Cumin,Drug:Nigella Sativa / Black Cumin:80mg/Kg/Day divided in 2-3 doses,Drug,Nigella Sativa / Black Cumin,Cumin
1261,NCT04472585,Drug: Ivermectin Injectable Solution,Drug:Ivermectin Injectable Solution:Subcutaneous Ivermectin 200ug/kg body weight 48 hourly,Drug,Ivermectin Injectable Solution,Ivermectin Injectable Solution
1262,NCT04472585,Drug: Zinc,Drug:Zinc:Zinc Sulphate 20mg 3 times a day,Drug,Zinc,Zinc
1263,NCT04473053,Drug: Nafamostat Mesilate,"Drug:Nafamostat Mesilate:Nafamostat has been shown to have potential antiviral effects against MERS CoV and is thought to possibly inhibit SARS CoV2 infection via inhibition of viral entry due to inhibition of TMPRSS2. In addition, nafamostat has potent anticoagulant properties which may provide benefit in patients with DIC, a common finding in serious cases of COVID-19. Nafamostat has been broadly well tolerated in clinical trials in patients with DIC and acute pancreatitis.",Drug,Nafamostat Mesilate,Nafamostat
1264,NCT04473261,Drug: Iodine Complex,Drug:Iodine Complex:Renessans (Iodine Complex) capsule (200mg) will be given three times a day,Drug,Iodine Complex,Complex
1265,NCT04473261,Drug: Iodine Complex,Drug:Iodine Complex:Renessans (Iodine Complex) capsule (200mg) will be given three times a day,Drug,Iodine Complex,Iodine
1266,NCT04473274,Drug: Pioglitazone,Drug:Pioglitazone:Receive pioglitazone 15mg - 30mg daily,Drug,Pioglitazone,Pioglitazone
1267,NCT04474340,Drug: COVID-19 Convalscent Plasma,"Drug:COVID-19 Convalscent Plasma:The source convalescent plasma is typically collected from individuals who have recovered from COVID-19 which contains antibodies titer against SARS-CoV-2 and is administered to patients with COVID-19. Donor eligibility criteria and qualification are based on American Accredited Blood Banks ( AABB) standards , including questionnaires and relevant transfusion-transmitted infections testing are performed. Furthermore, pathogen inactivation will be performed for each unit, CCP was only collected from individuals who meet all donor eligibility requirements (21 CFR 630.10 and 21 CFR 630.15). Donors must be found positive at a diagnostic test of nasopharyngeal swab at the time of illness and positive serological test for SARS-CoV-2 antibodies after recovery. All donors should have negative HLA antibodies.",Drug,COVID-19 Convalscent Plasma,Plasma
1268,NCT04474483,Drug: Melatonin,"Drug:Melatonin:Melatonin will be administered orally as a 10 mg dose three times a day for 14 days. Size 4 clear vegetable cellulose capsules containing 10 mg melatonin, microcrystalline cellulose, and rice concentrate prepared by Life Extension® will be over-encapsulated in opaque gelatin capsules. Over-encapsulation of melatonin treatments will be done by the research pharmacist and will be mailed to study subjects directly by courier. Melatonin capsules will be stored at room temperature.",Drug,Melatonin,Melatonin
1269,NCT04475107,Drug: Pyronaridine-Artesunate,Drug:Pyronaridine-Artesunate:Pyramax,Drug,Pyronaridine-Artesunate,Pyronaridine
1270,NCT04475107,Drug: Pyronaridine-Artesunate,Drug:Pyronaridine-Artesunate:Pyramax,Drug,Pyronaridine-Artesunate,Artesunate
1271,NCT04475120,Drug: liposomal lactoferrin,Drug:liposomal lactoferrin:oral and intra-nasal formulation,Drug,liposomal lactoferrin,Lactoferrin
1272,NCT04475588,Drug: Itolizumab IV infusion,"Drug:Itolizumab IV infusion:Start at 1.6 mg/kg dose iv infusion, if well tolerated and improvement in patient observed, investigator has the discretion to continue with 1.6 mg/kg dose every 2 weeks or 0.8 mg/kg weekly regimen.",Drug,Itolizumab IV infusion,Infusion
1273,NCT04475588,"Drug: Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy","Drug:Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy:The best supportive care will be as per institution standard",Drug,"Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy",Supportive Care
1274,NCT04475588,"Drug: Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy","Drug:Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy:The best supportive care will be as per institution standard",Drug,"Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy",Antivirals
1275,NCT04475588,"Drug: Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy","Drug:Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy:The best supportive care will be as per institution standard",Drug,"Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy",Hydroxychloroquine
1276,NCT04475588,"Drug: Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy","Drug:Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy:The best supportive care will be as per institution standard",Drug,"Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy",Best
1277,NCT04475588,"Drug: Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy","Drug:Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy:The best supportive care will be as per institution standard",Drug,"Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy",/Antibiotics/
1278,NCT04475588,"Drug: Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy","Drug:Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy:The best supportive care will be as per institution standard",Drug,"Best supportive care"" which includes antivirals /antibiotics/ hydroxychloroquine; oxygen therapy",Oxygen
1279,NCT04475601,Drug: Enzalutamide Pill,Drug:Enzalutamide Pill:The once daily dose will be given only during hospitalization and stop if starting invasive mechanical ventilation or at discharge from hospital,Drug,Enzalutamide Pill,Pill
1280,NCT04475601,Drug: Enzalutamide Pill,Drug:Enzalutamide Pill:The once daily dose will be given only during hospitalization and stop if starting invasive mechanical ventilation or at discharge from hospital,Drug,Enzalutamide Pill,Enzalutamide
1281,NCT04475991,Drug: Maraviroc + Currently used therapy,"Drug:Maraviroc + Currently used therapy:Maraviroc tablets. 300 mg bid, given orally for a 10 day period AND CT (Enoxaparin, dexamethasone, and antibiotics if associated bacteremia is present, as per currently used at Hospital General de México ""Dr. Eduardo Liceaga"")",Drug,Maraviroc + Currently used therapy,Maraviroc
1282,NCT04475991,Drug: Maraviroc + Currently used therapy,"Drug:Maraviroc + Currently used therapy:Maraviroc tablets. 300 mg bid, given orally for a 10 day period AND CT (Enoxaparin, dexamethasone, and antibiotics if associated bacteremia is present, as per currently used at Hospital General de México ""Dr. Eduardo Liceaga"")",Drug,Maraviroc + Currently used therapy,Used
1283,NCT04475991,Drug: Favipiravir + Currently used therapy,"Drug:Favipiravir + Currently used therapy:Favipiravir tablets 200 mg. given orally for a 7 day period. 1600 mg bid on day 1 and 600 mg tid days 2-7 AND CT (Enoxaparin, dexamethasone, and antibiotics if associated bacteremia is present, as per currently used at Hospital General de México ""Dr. Eduardo Liceaga"").",Drug,Favipiravir + Currently used therapy,Favipiravir
1284,NCT04476719,Drug: ARBIDOL 100 MG KAPSUL,Drug:ARBIDOL 100 MG KAPSUL:Two 100 mg capsules will be administrated with 240 ml water orally.,Drug,ARBIDOL 100 MG KAPSUL,Arbidol
1285,NCT04476979,Drug: Tocilizumab,Drug:Tocilizumab:Tocilizumab 8mg/kg D1 and if no response (No decrease of oxygen requirement) a second fixed dose of 400mg wil be administered at D3,Drug,Tocilizumab,Tocilizumab
1286,NCT04476979,Drug: Dexamethasone,"Drug:Dexamethasone:Dexamethasone : 10 mg once daily for the first five days (day 1 to day 5) then 5 mg per day for up to 5 days, 2.5mg per day for up to 4 days (or until oxygen supply independency if sooner)",Drug,Dexamethasone,Dexamethasone
1287,NCT04477083,Drug: inhalable hydroxychloroquine (HCQ),Drug:inhalable hydroxychloroquine (HCQ):inhalable hydroxychloroquine (HCQ) plus supportive and symptomatic treatment,Drug,inhalable hydroxychloroquine (HCQ),Hydroxychloroquine
1288,NCT04477083,Drug: supportive and symptomatic treatment,Drug:supportive and symptomatic treatment:supportive and symptomatic treatment,Drug,supportive and symptomatic treatment,Symptomatic
1289,NCT04477642,Drug: Abatacept,Drug:Abatacept:10mg/kg intravenously administered on Day 1,Drug,Abatacept,Abatacept
1290,NCT04477993,Drug: Janus Kinase Inhibitor (ruxolitinib),"Drug:Janus Kinase Inhibitor (ruxolitinib):5 mg P.O. b.i.d. for 14 days. Dose reduction will occur if neutrophils < 500/mm3 or platelets <50,000/mm3.",Drug,Janus Kinase Inhibitor (ruxolitinib),Janus Kinase Inhibitor
1291,NCT04477993,Drug: Janus Kinase Inhibitor (ruxolitinib),"Drug:Janus Kinase Inhibitor (ruxolitinib):5 mg P.O. b.i.d. for 14 days. Dose reduction will occur if neutrophils < 500/mm3 or platelets <50,000/mm3.",Drug,Janus Kinase Inhibitor (ruxolitinib),Ruxolitinib
1292,NCT04478019,Drug: 10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,Drug:10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse:2 swab sticks of 10% povidone-iodine in each nares and 0.12% CHG oral rinse,Drug,10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,Nasal
1293,NCT04478019,Drug: 10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,Drug:10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse:2 swab sticks of 10% povidone-iodine in each nares and 0.12% CHG oral rinse,Drug,10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,Povidone-Iodine
1294,NCT04478019,Drug: 10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,Drug:10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse:2 swab sticks of 10% povidone-iodine in each nares and 0.12% CHG oral rinse,Drug,10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,Swab
1295,NCT04478019,Drug: 10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,Drug:10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse:2 swab sticks of 10% povidone-iodine in each nares and 0.12% CHG oral rinse,Drug,10% Povidone-iodine nasal decolonization swab plus 0.12% CHG oral rinse,Decolonization
1296,NCT04478071,Drug: vadadustat,Drug:vadadustat:Participants will receive vadadustat once daily for 14 days.,Drug,vadadustat,Vadadustat
1297,NCT04479202,Drug: Berberine,"Drug:Berberine:Patients in the intervention group received berberine daily, regardless of gastrointestinal symptoms.If the patient has a serious drug-related adverse event, the drug will be discontinued and the patient will be excluded from the study.",Drug,Berberine,Berberine
1298,NCT04479358,Drug: Tocilizumab,Drug:Tocilizumab:Tocilizumab 40mg,Drug,Tocilizumab,Tocilizumab
1299,NCT04480138,Drug: Pegylated Interferon-α2b,Drug:Pegylated Interferon-α2b:1 mcg/kg on day 1 and day 8 after safety evaluations.,Drug,Pegylated Interferon-α2b,Interferon
1300,NCT04480333,Drug: Drug: NA-831 - 0.10 mg/kg,Drug:Drug: NA-831 - 0.10 mg/kg:NA-831 in nanoparticle inhalation formulation,Drug,Drug: NA-831 - 0.10 mg/kg,Drug
1301,NCT04480333,Drug: Placebo- 0.10 mg/kg,Drug:Placebo- 0.10 mg/kg:Placebo in nanoparticle inhalation formulation,Drug,Placebo- 0.10 mg/kg,Placebo-
1302,NCT04480424,Drug: Standard Medical Treatment,Drug:Standard Medical Treatment:SMT,Drug,Standard Medical Treatment,Medical
1303,NCT04480593,Drug: Brazilian Green Propolis Extract (EPP-AF),Drug:Brazilian Green Propolis Extract (EPP-AF):Green propolis extract (EPP-AF) administered orally or via nasoenteral tube.,Drug,Brazilian Green Propolis Extract (EPP-AF),Epp
1304,NCT04480593,Drug: Brazilian Green Propolis Extract (EPP-AF),Drug:Brazilian Green Propolis Extract (EPP-AF):Green propolis extract (EPP-AF) administered orally or via nasoenteral tube.,Drug,Brazilian Green Propolis Extract (EPP-AF),Green
1305,NCT04480593,Drug: Brazilian Green Propolis Extract (EPP-AF),Drug:Brazilian Green Propolis Extract (EPP-AF):Green propolis extract (EPP-AF) administered orally or via nasoenteral tube.,Drug,Brazilian Green Propolis Extract (EPP-AF),Propolis
1306,NCT04482621,Drug: Decitabine,"Drug:Decitabine:Study duration is 6 weeks after the last dose of study drug. Number of study visits is dependent on Length of hospitalization of study participant. Study visits are scheduled on days 0-7, 11, 15, 29, and may occur via telemedicine or inpatient assessment or outpatient assessment in COVID recovered participants. Decitabine will be administered via Intravenous Administration 10/mg/m^2/day Dosage: 10mg/m^2/day IV day x 5 days (1 cycle only)",Drug,Decitabine,Decitabine
1307,NCT04482673,Drug: Daily Vitamin D3,Drug:Daily Vitamin D3:6000 IU vitamin D3 daily,Drug,Daily Vitamin D3,Vitamin D3
1308,NCT04482673,Drug: Bolus vitamin D3,"Drug:Bolus vitamin D3:Bolus 20,000 IU vitamin D3 daily for 3 days",Drug,Bolus vitamin D3,Bolus
1309,NCT04482686,Drug: Ivermectin,Drug:Ivermectin:Treatment day 1 and day 4,Drug,Ivermectin,Ivermectin
1310,NCT04482686,Drug: Doxycycline Hcl,Drug:Doxycycline Hcl:10 day treatment,Drug,Doxycycline Hcl,Doxycycline
1311,NCT04482712,Drug: Rapamycin,Drug:Rapamycin:Daily administration of a dose of investigational drug for up to 4 weeks while hospitalized,Drug,Rapamycin,Rapamycin
1312,NCT04483830,Drug: Sulodexide,Drug:Sulodexide:an oral dose of 2 capsules each day for 21 days,Drug,Sulodexide,Sulodexide
1313,NCT04483960,Drug: Hydroxychloroquine,"Drug:Hydroxychloroquine:Hydroxychloroquine 800mg twice a day for 1 day, followed by 400mg two times a day for 6 days",Drug,Hydroxychloroquine,Hydroxychloroquine
1314,NCT04483960,Drug: Lopinavir / Ritonavir,Drug:Lopinavir / Ritonavir:Lopinavir (400mg) / ritonavir (100mg) (LPV/r) twice daily for 10 days,Drug,Lopinavir / Ritonavir,Lopinavir
1315,NCT04483960,Drug: Lopinavir / Ritonavir,Drug:Lopinavir / Ritonavir:Lopinavir (400mg) / ritonavir (100mg) (LPV/r) twice daily for 10 days,Drug,Lopinavir / Ritonavir,Ritonavir
1316,NCT04483973,Drug: Ebselen,Drug:Ebselen:Glutathione peroxidase mimetic,Drug,Ebselen,Ebselen
1317,NCT04484025,Drug: Ebselen,Drug:Ebselen:Glutathione peroxidase mimetic,Drug,Ebselen,Ebselen
1318,NCT04484493,Drug: mometasone furoate nasal spray,Drug:mometasone furoate nasal spray:dose of 2 puff in each nostril (100 µg once daily each nostril).,Drug,mometasone furoate nasal spray,Nasal
1319,NCT04484493,Drug: mometasone furoate nasal spray,Drug:mometasone furoate nasal spray:dose of 2 puff in each nostril (100 µg once daily each nostril).,Drug,mometasone furoate nasal spray,Mometasone Furoate
1320,NCT04485130,Drug: Disulfiram,Drug:Disulfiram:This study will provide disulfiram. Participants in Cohort 1 receiving disulfiram will take 2 capsules of disulfiram (each capsule contains 500 mg DSF plus 27.75 mg microcrystalline cellulose powder) per day for a total of 5 consecutive days. Participants in Cohort 2 receiving placebo will take 4 capsules of disulfiram (each capsule contains 500 mg DSF plus 27.75 mg microcrystalline cellulose powder) per day for a total of 5 consecutive days.,Drug,Disulfiram,Disulfiram
1321,NCT04485429,Drug: Methylprednisolone,"Drug:Methylprednisolone:Methylprednisolone 0.5 mg/kg every 12 hours intravenously for the first 14 days; followed by 0.5 mg/kg/day from day 15 to day 21; followed by 0.25mg/kg/day from day 22 to day 25; followed by 0.125 mg/kg/day, from day 26 to day 28 of treatment.",Drug,Methylprednisolone,Methylprednisolone
1322,NCT04485429,Drug: Heparin,"Drug:Heparin:Enoxaparin 1 mg/kg subcutaneously every 12 hours (if creatinine clearance greater than 40ml/min) or Unfractionated heparin dosed to target activated partial thromboplastin time (aPTT) between 1.5 - 2.0 times the normal value (if creatinine clearance less or equal to 40ml/min). The treatment period with full-dose heparin will be 7 days. After 7 days of full-dose heparin, patients will continue using prophylactic dose of heparin, according to the standard treatment routine.",Drug,Heparin,Heparin
1323,NCT04486313,Drug: Nitazoxanide,Drug:Nitazoxanide:Two nitazoxanide 300 mg tablets administered orally twice daily with food for 5 days,Drug,Nitazoxanide,Nitazoxanide
1324,NCT04486508,Drug: intermediate dose Enoxaparin/ unfractionated heparin,Drug:intermediate dose Enoxaparin/ unfractionated heparin:Intermediate dose anticoagulation according to creatinine clearance and weight,Drug,intermediate dose Enoxaparin/ unfractionated heparin,Intermediate
1325,NCT04486508,Drug: intermediate dose Enoxaparin/ unfractionated heparin,Drug:intermediate dose Enoxaparin/ unfractionated heparin:Intermediate dose anticoagulation according to creatinine clearance and weight,Drug,intermediate dose Enoxaparin/ unfractionated heparin,Unfractionated Heparin
1326,NCT04486508,Drug: intermediate dose Enoxaparin/ unfractionated heparin,Drug:intermediate dose Enoxaparin/ unfractionated heparin:Intermediate dose anticoagulation according to creatinine clearance and weight,Drug,intermediate dose Enoxaparin/ unfractionated heparin,Enoxaparin/
1327,NCT04486508,Drug: standard prophylactic dose Enoxaparin/ unfractionated heparin,Drug:standard prophylactic dose Enoxaparin/ unfractionated heparin:Standard prophylaxis anticoagulation according to creatinine clearance and weight,Drug,standard prophylactic dose Enoxaparin/ unfractionated heparin,Prophylactic
1328,NCT04486508,Drug: Atorvastatin 20mg,Drug:Atorvastatin 20mg:Statin,Drug,Atorvastatin 20mg,Atorvastatin
1329,NCT04487444,Drug: Thymalfasin,Drug:Thymalfasin:Synthetic 28 amino acid peptide identical to naturally circulating compound,Drug,Thymalfasin,Thymalfasin
1330,NCT04487886,Drug: Duvelisib,"Drug:Duvelisib:Duvelisib will be taken orally at an initial dose of 25 milligrams (mg) twice per day for 14 days. The dose will be de-escalated to 15 mg, twice per day, under certain clinical circumstances.",Drug,Duvelisib,Duvelisib
1331,NCT04487990,Drug: unfractionated Heparin,Drug:unfractionated Heparin:Addition of unfractioned heparin to CVVHD system already running under citrate regional anticoagulation.,Drug,unfractionated Heparin,Heparin
1332,NCT04488081,Drug: Remdesivir,"Drug:Remdesivir:Participants who receive remdesivir as part of their standard of care will be administered remdesivir by IV for up to ten days. Remdesivir 200mg loading dose on day 1, followed by 100mg IV once daily maintenance doses for 4 or 9 days.",Drug,Remdesivir,Remdesivir
